season,drugname,drugcost,alternatedrug,alternatedrugcost,no_of_customer_using_drug,no_of_customer_using_alternate_drug,Year,Month,YearMonth
Autumn,Levothyroxine,209,Liothyronine,183,647,61,2010,7,2010-07
Winter,Amoxicillin,213,Azithromycin,185,814,747,2019,5,2019-05
Autumn,Paracetamol,90,Ibuprofen,108,955,203,2011,10,2011-10
Autumn,Levothyroxine,412,Liothyronine,435,392,637,2016,5,2016-05
Summer,Cetirizine,257,Loratadine,226,692,344,2024,12,2024-12
Winter,Insulin,401,Glipizide,434,906,784,2017,3,2017-03
Monsoon,Salbutamol,243,Terbutaline,249,603,156,2019,6,2019-06
Autumn,Salbutamol,229,Terbutaline,204,910,193,2014,5,2014-05
Monsoon,Levothyroxine,320,Liothyronine,275,329,713,2020,10,2020-10
Winter,Amoxicillin,193,Azithromycin,224,304,708,2022,4,2022-04
Winter,Salbutamol,468,Terbutaline,501,856,205,2020,5,2020-05
Monsoon,Atorvastatin,318,Rosuvastatin,368,690,692,2013,4,2013-04
Winter,Salbutamol,101,Terbutaline,63,425,244,2011,6,2011-06
Spring,Salbutamol,180,Terbutaline,153,621,776,2016,11,2016-11
Monsoon,Atorvastatin,368,Rosuvastatin,396,145,347,2020,9,2020-09
Monsoon,Salbutamol,264,Terbutaline,240,183,298,2015,2,2015-02
Winter,Insulin,85,Glipizide,77,749,194,2020,9,2020-09
Summer,Salbutamol,102,Terbutaline,60,419,219,2015,3,2015-03
Monsoon,Insulin,182,Glipizide,137,383,583,2022,5,2022-05
Spring,Omeprazole,99,Pantoprazole,76,416,605,2020,6,2020-06
Spring,Paracetamol,376,Ibuprofen,351,117,698,2020,12,2020-12
Summer,Salbutamol,388,Terbutaline,426,376,687,2021,6,2021-06
Winter,Metformin,333,Glimepiride,290,391,757,2021,10,2021-10
Monsoon,Insulin,362,Glipizide,333,654,203,2016,4,2016-04
Summer,Losartan,99,Telmisartan,83,415,465,2021,6,2021-06
Summer,Omeprazole,85,Pantoprazole,110,448,542,2024,3,2024-03
Monsoon,Levothyroxine,383,Liothyronine,357,376,323,2023,6,2023-06
Summer,Salbutamol,255,Terbutaline,286,338,663,2022,2,2022-02
Spring,Omeprazole,286,Pantoprazole,273,465,217,2023,2,2023-02
Winter,Metformin,386,Glimepiride,371,762,677,2013,4,2013-04
Winter,Losartan,285,Telmisartan,246,964,225,2023,3,2023-03
Summer,Losartan,362,Telmisartan,313,513,506,2016,4,2016-04
Summer,Paracetamol,325,Ibuprofen,283,208,789,2024,3,2024-03
Autumn,Omeprazole,499,Pantoprazole,528,770,547,2018,7,2018-07
Autumn,Levothyroxine,162,Liothyronine,179,536,395,2012,7,2012-07
Summer,Insulin,352,Glipizide,325,480,341,2015,10,2015-10
Autumn,Paracetamol,266,Ibuprofen,226,165,324,2015,7,2015-07
Spring,Metformin,193,Glimepiride,213,787,365,2014,1,2014-01
Winter,Atorvastatin,171,Rosuvastatin,179,344,479,2011,7,2011-07
Autumn,Atorvastatin,64,Rosuvastatin,113,880,366,2022,12,2022-12
Winter,Paracetamol,277,Ibuprofen,269,421,149,2022,2,2022-02
Summer,Insulin,431,Glipizide,386,856,330,2020,7,2020-07
Spring,Levothyroxine,200,Liothyronine,174,348,420,2016,3,2016-03
Winter,Amoxicillin,377,Azithromycin,343,490,401,2012,10,2012-10
Winter,Omeprazole,182,Pantoprazole,155,226,98,2016,5,2016-05
Winter,Amoxicillin,143,Azithromycin,127,425,655,2020,7,2020-07
Spring,Insulin,294,Glipizide,305,276,447,2011,7,2011-07
Summer,Levothyroxine,159,Liothyronine,124,845,587,2024,5,2024-05
Autumn,Levothyroxine,70,Liothyronine,39,773,647,2021,2,2021-02
Spring,Cetirizine,267,Loratadine,226,610,798,2019,7,2019-07
Monsoon,Insulin,72,Glipizide,101,288,725,2023,12,2023-12
Summer,Insulin,385,Glipizide,422,208,183,2016,10,2016-10
Autumn,Cetirizine,257,Loratadine,269,341,472,2014,10,2014-10
Autumn,Atorvastatin,112,Rosuvastatin,118,648,73,2022,7,2022-07
Winter,Paracetamol,350,Ibuprofen,336,210,509,2015,4,2015-04
Autumn,Omeprazole,74,Pantoprazole,110,711,719,2012,3,2012-03
Summer,Cetirizine,386,Loratadine,407,525,215,2015,3,2015-03
Spring,Losartan,277,Telmisartan,268,535,72,2011,4,2011-04
Autumn,Levothyroxine,178,Liothyronine,149,676,545,2010,7,2010-07
Spring,Salbutamol,360,Terbutaline,365,640,289,2020,11,2020-11
Spring,Omeprazole,51,Pantoprazole,57,471,621,2013,10,2013-10
Autumn,Omeprazole,74,Pantoprazole,104,401,572,2014,5,2014-05
Winter,Omeprazole,486,Pantoprazole,518,206,574,2023,4,2023-04
Spring,Paracetamol,431,Ibuprofen,393,225,309,2013,8,2013-08
Monsoon,Salbutamol,356,Terbutaline,391,402,148,2019,3,2019-03
Monsoon,Insulin,400,Glipizide,363,176,219,2022,8,2022-08
Monsoon,Paracetamol,392,Ibuprofen,361,663,119,2015,9,2015-09
Autumn,Levothyroxine,257,Liothyronine,239,137,614,2012,6,2012-06
Summer,Cetirizine,159,Loratadine,195,296,281,2020,9,2020-09
Monsoon,Salbutamol,243,Terbutaline,260,936,549,2023,4,2023-04
Monsoon,Salbutamol,195,Terbutaline,149,257,173,2021,1,2021-01
Autumn,Cetirizine,53,Loratadine,38,356,475,2023,10,2023-10
Summer,Levothyroxine,225,Liothyronine,230,630,650,2013,7,2013-07
Winter,Levothyroxine,412,Liothyronine,395,451,793,2016,4,2016-04
Spring,Omeprazole,152,Pantoprazole,174,645,376,2015,4,2015-04
Monsoon,Amoxicillin,116,Azithromycin,109,223,682,2017,9,2017-09
Summer,Salbutamol,393,Terbutaline,360,629,512,2019,11,2019-11
Spring,Cetirizine,203,Loratadine,170,892,378,2018,5,2018-05
Winter,Atorvastatin,476,Rosuvastatin,436,995,528,2020,11,2020-11
Spring,Losartan,71,Telmisartan,82,352,105,2020,10,2020-10
Spring,Salbutamol,455,Terbutaline,478,368,291,2014,3,2014-03
Spring,Levothyroxine,301,Liothyronine,263,460,670,2012,12,2012-12
Autumn,Insulin,71,Glipizide,66,476,625,2010,9,2010-09
Winter,Atorvastatin,190,Rosuvastatin,209,273,345,2021,6,2021-06
Winter,Amoxicillin,140,Azithromycin,151,194,431,2014,7,2014-07
Summer,Paracetamol,170,Ibuprofen,212,503,690,2011,8,2011-08
Spring,Levothyroxine,307,Liothyronine,329,209,126,2024,12,2024-12
Monsoon,Levothyroxine,233,Liothyronine,184,402,72,2021,10,2021-10
Summer,Atorvastatin,131,Rosuvastatin,145,714,734,2015,2,2015-02
Autumn,Levothyroxine,443,Liothyronine,428,490,528,2015,4,2015-04
Summer,Omeprazole,358,Pantoprazole,341,590,371,2014,7,2014-07
Summer,Atorvastatin,297,Rosuvastatin,315,102,696,2012,11,2012-11
Winter,Cetirizine,487,Loratadine,469,977,276,2018,10,2018-10
Autumn,Levothyroxine,308,Liothyronine,328,562,331,2017,7,2017-07
Summer,Metformin,264,Glimepiride,242,427,421,2019,10,2019-10
Summer,Levothyroxine,269,Liothyronine,249,147,680,2011,2,2011-02
Monsoon,Paracetamol,55,Ibuprofen,105,239,384,2012,4,2012-04
Summer,Omeprazole,303,Pantoprazole,352,523,666,2014,11,2014-11
Monsoon,Cetirizine,284,Loratadine,270,104,609,2010,4,2010-04
